1644,16136,-39,1.08
1428,16524,-38,0.92
764,16140,-39,0.74
1512,15904,-37,0.58
1104,16432,-36,0.43
992,16040,-33,0.28
1008,16328,-29,0.16
1624,16300,-21,0.09
1644,16052,-11,0.07
1288,16592,-4,0.08
652,15832,6,0.13
-168,15868,13,0.19
1092,15912,22,0.32
1308,16068,31,0.50
-452,16184,39,0.68
608,15636,42,0.90
392,14488,48,1.15
0,18044,50,1.39
484,16884,53,1.65
-312,14468,53,1.90
196,19236,52,2.15
-744,15416,50,2.36
-96,15104,44,2.56
-780,17192,43,2.74
-248,16944,38,2.91
268,15796,34,3.06
-416,17944,27,3.17
-292,14840,21,3.24
-240,16908,13,3.28
736,17144,7,3.31
144,15096,0,3.29
-908,16560,-10,3.20
-1464,17944,-22,3.04
-1664,16188,-43,2.77
152,17764,-54,2.48
84,15188,-62,2.16
-192,15348,-63,1.83
512,16980,-62,1.52
20,15988,-59,1.22
72,16596,-59,0.92
352,16504,-55,0.65
-332,16200,-53,0.37
-444,16224,-52,0.10
-228,16324,-48,-0.14
228,18076,-36,-0.32
708,16280,-21,-0.40
3384,17128,5,-0.30
448,16372,33,-0.12
1736,16036,47,0.15
-748,16824,59,0.43
408,16360,63,0.75
-592,15212,70,1.07
312,14700,73,1.44
784,16760,79,1.84
-112,16060,81,2.23
1384,15580,82,2.65
404,14924,82,3.05
584,16512,76,3.42
-292,16776,67,3.73
-488,16036,55,3.96
848,17428,41,4.16
-368,15156,33,4.29
-1984,16348,19,4.31
784,17540,-5,4.27
-4384,17804,-22,4.04
-1600,16896,-54,3.71
788,17468,-64,3.39
-92,16672,-64,3.04
-4,15748,-63,2.71
92,16548,-54,2.43
-1428,16104,-43,2.16
-468,15732,-36,1.96
-1004,15836,-27,1.79
-712,16064,-22,1.65
328,16672,-14,1.58
-1404,15036,-7,1.50
-488,16420,-5,1.45
-276,16784,-1,1.43
-168,15872,-1,1.41
900,16616,-2,1.41
576,16320,-1,1.41
3264,17776,3,1.49
364,16852,8,1.52
2816,15728,5,1.61
3460,17284,12,1.73
2680,16536,11,1.83
1084,16172,1,1.85
2000,16620,-7,1.85
2516,16640,-11,1.84
2104,16488,-15,1.80
2672,15996,-19,1.76
1860,15880,-23,1.68
2536,16288,-29,1.58
2384,17000,-29,1.48
1280,15584,-34,1.33
1896,16600,-39,1.17
924,16420,-38,0.99
2088,15836,-35,0.86
1912,17432,-27,0.77
796,15052,-21,0.68
1276,17100,-17,0.62
856,16788,-11,0.58
588,15904,-4,0.57
2176,17060,4,0.63
748,15880,12,0.70
1600,16940,16,0.81
672,14568,21,0.93
872,16924,20,1.04
1088,15792,24,1.18
2344,16776,25,1.35
1824,17156,27,1.52
1800,14400,25,1.68
1632,17792,21,1.80
-312,16472,16,1.87
556,16364,12,1.93
200,16708,10,1.97
1840,14980,11,2.05
20,16068,11,2.10
532,15984,5,2.12
16,16072,5,2.13
-752,16536,1,2.10
132,15912,0,2.09
-492,16896,5,2.09
-420,15372,7,2.10
-876,16688,12,2.13
-868,16700,13,2.16
-1220,16232,11,2.17
-684,16864,12,2.20
-1012,15772,12,2.22
-1404,15264,15,2.25
-192,17804,16,2.31
-1780,16100,19,2.35
-1184,15680,15,2.38
-1384,17332,12,2.39
-1968,16544,7,2.37
-216,16060,4,2.36
-872,15412,5,2.35
-124,16956,2,2.34
172,15976,-1,2.33
-4,16604,-4,2.29
-28,15664,-6,2.25
-364,15480,-11,2.17
-624,15348,-12,2.08
100,18572,-14,2.00
-608,14636,-16,1.89
232,16716,-18,1.79
356,16500,-21,1.69
-548,15492,-21,1.56
76,16708,-23,1.43
-204,15204,-26,1.29
400,17560,-26,1.16
-1272,15256,-26,0.99
-484,16560,-25,0.85
1080,16888,-18,0.78
2532,16260,-11,0.78
3196,13372,-3,0.85
3512,18236,0,0.91
4888,16808,-5,0.99
3384,15568,2,1.07
1612,16540,4,1.12
1808,15900,3,1.17
-672,14836,-2,1.14
3300,19016,-1,1.19
-312,14368,6,1.21
612,16360,0,1.21
1796,16016,1,1.25
640,13696,3,1.28
1304,16704,-1,1.29
2212,17396,1,1.34
2420,19996,2,1.38
-12,15004,0,1.37
2392,16424,0,1.42
1844,17240,3,1.46
2340,14072,5,1.54
-152,15424,5,1.55
2248,18184,1,1.59
-140,11912,8,1.62
1832,20660,9,1.69
3672,17268,12,1.81
1496,16104,21,1.94
-288,16200,22,2.03
1552,16980,23,2.17
1364,16252,29,2.33
488,14856,29,2.47
872,17976,25,2.59
108,16880,19,2.67
1048,16692,14,2.75
-12,15956,15,2.81
872,17056,13,2.87
-40,16432,15,2.93
-416,16604,13,2.96
476,16904,14,3.02
-464,16200,15,3.07
-388,17032,8,3.08
84,17944,1,3.06
-452,15336,-7,3.00
1292,16816,-12,2.95
368,17632,-12,2.88
176,14240,-14,2.79
284,16748,-13,2.72
-500,16380,-14,2.62
484,15468,-17,2.53
620,18688,-17,2.44
-656,14516,-20,2.31
208,16204,-23,2.18
-124,17968,-23,2.05
128,14404,-25,1.92
-240,16944,-25,1.77
-160,16352,-25,1.63
804,14620,-21,1.54
204,16256,-13,1.47
860,16796,-7,1.44
836,15504,0,1.46
-660,17540,3,1.45
584,16476,9,1.49
1828,16512,20,1.63
2100,14956,33,1.83
-332,16132,41,2.02
-500,18376,40,2.19
704,13736,43,2.41
636,18096,46,2.63
436,15720,49,2.87
272,15972,48,3.10
12,17184,46,3.31
-1584,18852,37,3.44
124,15036,26,3.55
-736,17900,18,3.60
112,16360,7,3.61
-388,15484,1,3.58
944,17420,-3,3.56
-240,16320,-4,3.51
-96,15868,-9,3.44
216,17352,-13,3.36
32,14920,-15,3.27
108,17372,-20,3.15
-4,16900,-23,3.01
-300,16112,-29,2.84
-108,16708,-33,2.66
24,16548,-37,2.46
192,15800,-39,2.25
128,16736,-39,2.04
-200,16212,-41,1.82
-80,15260,-39,1.61
592,16540,-27,1.48
1596,15932,-15,1.44
1372,16440,1,1.46
1020,15640,7,1.51
364,15368,15,1.59
-312,16480,19,1.66
1440,16264,26,1.82
-288,15416,33,1.96
792,16956,36,2.14
104,15748,38,2.32
-64,16016,38,2.49
1188,18268,38,2.69
-164,15276,42,2.88
168,15540,39,3.06
412,17192,39,3.24
108,16448,37,3.40
784,16636,34,3.57
-380,16564,30,3.68
-240,16316,23,3.77
-244,16912,14,3.81
-228,17260,5,3.80
-196,16736,-4,3.75
284,16584,-12,3.67
8,16660,-17,3.57
564,16592,-22,3.45
200,16448,-25,3.30
-228,16416,-30,3.13
764,16484,-30,2.98
368,16152,-29,2.82
952,16464,-27,2.69
284,16244,-23,2.56
452,16160,-23,2.44
696,16356,-20,2.34
432,16192,-18,2.25
416,16212,-16,2.16
272,16280,-15,2.08
412,16196,-15,2.00
328,16336,-14,1.93
228,16172,-13,1.86
504,16440,-10,1.81
248,16268,-9,1.76
536,16232,-7,1.72
452,16340,-5,1.70
356,16480,-2,1.68
184,15964,1,1.68
544,16336,4,1.70
368,16096,11,1.75
2668,15920,25,1.93
632,15300,40,2.13
616,15820,43,2.35
964,16916,48,2.59
-396,15956,48,2.80
1144,16436,45,3.03
120,16476,46,3.24
488,15904,42,3.44
700,16824,40,3.64
-536,16808,33,3.76
0,16300,23,3.85
-32,17120,16,3.91
288,16304,8,3.93
1392,16092,8,3.97
312,16120,6,3.98
1332,16648,5,4.01
188,16080,7,4.03
1284,16120,6,4.06
1528,16496,11,4.12
1052,15972,11,4.17
60,16476,10,4.20
432,16764,1,4.18
720,16864,-4,4.15
-628,16520,-14,4.04
1388,17032,-20,3.95
820,15368,-17,3.86
748,16112,-15,3.77
1596,16860,-13,3.72
-168,16052,-14,3.62
1272,16752,-17,3.54
1584,16140,-13,3.49
1488,15988,-9,3.46
1576,16296,-3,3.46
972,15792,0,3.46
48,16548,-4,3.42
1116,16904,-3,3.40
1316,15924,-3,3.40
1700,16220,4,3.43
1128,16092,9,3.48
1552,16048,13,3.56
1148,16256,17,3.65
-176,16420,12,3.68
1504,17184,10,3.74
488,16148,10,3.77
2036,16128,10,3.85
820,16356,16,3.92
1276,16164,13,3.99
-336,16812,11,4.01
564,16360,3,4.01
1544,16196,6,4.05
1048,15968,9,4.09
1304,16688,7,4.13
-820,16840,3,4.10
920,17364,-3,4.08
1452,15860,-3,4.07
420,16964,-5,4.03
284,16992,-12,3.95
1516,16272,-13,3.89
1380,15504,-10,3.85
888,17132,-11,3.79
-100,16464,-12,3.70
1324,16016,-16,3.63
1352,16248,-12,3.58
1388,16380,-10,3.54
504,16156,-11,3.47
272,15832,-14,3.38
2736,17212,-12,3.36
532,16096,-5,3.33
1856,15696,-5,3.33
1136,16428,1,3.33
536,16296,-2,3.32
1616,16524,-2,3.32
480,15872,1,3.31
964,17164,2,3.32
1652,16208,4,3.36
728,15788,6,3.39
836,16100,7,3.42
1852,16604,6,3.47
1108,15076,11,3.53
1248,16324,10,3.58
1908,16660,12,3.66
256,16116,12,3.70
752,16400,7,3.73
1576,15884,7,3.78
-504,16028,5,3.77
1944,17080,0,3.78
1480,16236,2,3.80
324,16024,1,3.79
1592,17120,-1,3.80
512,15480,-2,3.77
732,15340,-6,3.74
1368,17384,-6,3.71
1128,15988,-8,3.67
1272,15324,-9,3.64
1232,17308,-8,3.60
720,15908,-8,3.55
600,15868,-10,3.49
1712,17548,-9,3.46
324,16320,-7,3.41
1436,16744,-9,3.38
1540,16624,-8,3.35
724,15244,-7,3.31
1616,17060,-10,3.28
1240,15624,-4,3.26
76,15496,-5,3.22
1904,17376,-2,3.23
1216,15668,1,3.24
1876,16028,2,3.28
564,17640,4,3.29
204,15148,-1,3.26
2724,16656,2,3.31
724,16668,6,3.34
1472,15352,7,3.39
1384,16456,10,3.45
1252,16808,8,3.49
756,15256,6,3.52
1292,17156,4,3.54
1272,16396,4,3.57
1480,15628,4,3.60
984,16584,5,3.62
800,16948,1,3.62
680,16556,-2,3.60
1096,16632,-5,3.58
792,16700,-8,3.53
1584,15348,-8,3.51
916,17304,-6,3.48
1540,16440,-8,3.45
1300,16176,-5,3.43
1300,17128,-8,3.40
916,15408,-7,3.36
824,16404,-10,3.31
1836,16688,-11,3.28
476,15060,-9,3.22
1648,16148,-10,3.19
1048,16860,-6,3.16
1572,16892,-6,3.15
1252,15512,-3,3.14
2136,16180,-9,3.13
3016,16560,-10,3.12
3060,15776,-17,3.09
4632,16564,-23,3.06
3604,15564,-33,2.96
3564,17572,-47,2.78
2392,16340,-53,2.56
2944,16068,-56,2.33
3864,15928,-60,2.11
3964,17172,-54,1.91
4788,15608,-50,1.76
3676,15544,-48,1.60
